Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2020,Benton,WA,Passenger,337,320,657,"0.0,287","135.0,944",0.48
07-31-17,DeKalb,GA,Passenger,1,0,1,86,87,1.15
10-31-23,Harnett,NC,Passenger,4,0,4,133,137,2.92
09-30-20,,,Passenger,6,1,7,367,374,1.87
12-31-20,Prince George's,MD,Passenger,2,1,3,156,159,1.89
08-31-18,Latah,ID,Passenger,0,1,1,79,80,1.25
09-30-21,Garfield,WA,Truck,0,0,0,997,997,0.00
11-30-23,Sacramento,CA,Truck,1,0,1,31,32,3.12
04-30-19,Oldham,KY,Passenger,0,1,1,5,6,16.67
10-31-22,Wood,OH,Passenger,0,1,1,4,5,20.00
03-31-22,St. Mary's,MD,Passenger,1,0,1,201,202,0.50
07-31-22,Goochland,VA,Passenger,3,2,5,123,128,3.91
05-31-17,Morris,NJ,Passenger,1,0,1,24,25,4.00
12-31-17,Prince William,VA,Passenger,0,4,4,270,274,1.46
06-30-17,Klickitat,WA,Truck,0,0,0,"0.0,962","0.0,962",0.00
03-31-19,Spartanburg,SC,Passenger,0,1,1,36,37,2.70
08-31-23,Lake,IN,Passenger,0,1,1,6,7,14.29
05-31-21,Powhatan,VA,Passenger,1,0,1,1,2,50.00
12-31-23,Grant,WA,Truck,14,0,14,"27.0,634","27.0,648",0.05
04-30-22,Lincoln,WA,Truck,0,0,0,"4.0,851","4.0,851",0.00
01-31-22,Lee,FL,Passenger,1,0,1,34,35,2.86
12-31-23,Currituck,NC,Passenger,1,0,1,17,18,5.56
06-30-23,King,WA,Passenger,"57.0,647","14.0,686","72.0,333","1,325,480","1,397,813",5.17
February 28 2023,Kittitas,WA,Passenger,321,92,413,"0.0,523","29.0,936",1.38
07-31-19,Multnomah,OR,Passenger,5,6,11,758,769,1.43
03-31-20,Cochise,AZ,Passenger,0,1,1,102,103,0.97
10-31-22,Klickitat,WA,Truck,3,0,3,"0.0,245","0.0,248",0.04
05-31-20,Columbia,OR,Passenger,1,0,1,28,29,3.45
07-31-21,Essex,NJ,Passenger,1,0,1,12,13,7.69
February 28 2017,Jefferson,WA,Passenger,89,55,144,"0.0,602","23.0,746",0.61
05-31-22,Pennington,SD,Passenger,2,0,2,30,32,6.25
10-31-23,Onslow,NC,Passenger,0,1,1,129,130,0.77
12-31-23,Grant,WA,Passenger,363,159,522,66.000000000,"0.0,092",0.78
06-30-21,San Juan,WA,Passenger,431,135,566,"0.0,248","14.0,814",3.82
09-30-21,Lake,FL,Passenger,1,0,1,24,25,4.00
06-30-17,Thurston,WA,Passenger,398,336,734,"186.0,613","187.0,347",0.39
08-31-20,Douglas,WA,Passenger,77,41,118,28.00000006,"0.0,124",0.42
February 29 2020,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
10-31-23,Otero,NM,Passenger,0,1,1,22,23,4.35
10-31-23,Hamilton,OH,Passenger,1,0,1,24,25,4.00
07-31-19,Berkshire,MA,Passenger,0,1,1,4,5,20.00
09-30-20,Lincoln,WA,Passenger,5,10,15,"7.0,595",7.000000000,0.20
03-31-22,Fort Bend,TX,Passenger,1,0,1,33,34,2.94
February 28 2023,Jefferson,WA,Passenger,509,242,751,"0.0,261","0.0,012",3.00
12-31-23,Pend Oreille,WA,Truck,2,0,2,"0.0,492","5.0,494",0.04
03-31-18,Marion,IN,Passenger,1,0,1,119,120,0.83
10-31-23,Pulaski,AR,Passenger,2,0,2,16,18,11.11
07-31-19,Saginaw,MI,Passenger,1,0,1,12,13,7.69
10-31-22,Richmond,NY,Passenger,1,0,1,4,5,20.00
06-30-17,Los Angeles,CA,Passenger,2,1,3,"1.0,313","1.0,316",0.23
12-31-19,Hudson,NJ,Passenger,1,0,1,40,41,2.44
February 28 2019,Klamath,OR,Passenger,1,0,1,39,40,2.50
03-31-21,Ramsey,MN,Passenger,1,0,1,34,35,2.86
04-30-22,Hawaii,HI,Passenger,1,0,1,42,43,2.33
09-30-19,Whatcom,WA,Passenger,922,460,"0.0,382","0.0,297","152.0,679",0.91
10-31-22,Lincoln,WA,Truck,0,0,0,"4.0,858","4.0,858",0.00
10-31-21,Sedgwick,KS,Passenger,1,1,2,84,86,2.33
February 28 2023,Clark,NV,Passenger,9,2,11,451,462,2.38
11-30-19,Ramsey,MN,Passenger,1,0,1,42,43,2.33
03-31-20,Alexandria,VA,Passenger,1,0,1,138,139,0.72
09-30-22,Hawaii,HI,Passenger,1,0,1,36,37,2.70
07-31-23,Benton,WA,Passenger,"0.0,172",578,1.000000000,135.00000003,137.0000053,1.28
11-30-17,Bexar,TX,Passenger,1,1,2,831,833,0.24
05-31-21,Clark,NV,Passenger,5,2,7,643,650,1.08
February 29 2024,Sonoma,CA,Passenger,2,1,3,62,65,4.62
07-31-23,Prince William,VA,Passenger,1,2,3,160,163,1.84
01-31-22,New York,NY,Passenger,1,0,1,41,42,2.38
04-30-17,San Mateo,CA,Passenger,0,1,1,160,161,0.62
09-30-20,Solano,CA,Passenger,1,0,1,202,203,0.49
07-31-23,Sarpy,NE,Passenger,1,0,1,54,55,1.82
08-31-23,Grant,WA,Passenger,306,136,442,"0.0,263",67.00000005,0.65
03-31-18,Ada,ID,Passenger,0,2,2,346,348,0.57
11-30-21,Chelan,WA,Truck,0,0,0,23.0000088,23.0000088,0.00
February 28 2023,Moore,NC,Passenger,0,1,1,107,108,0.93
03-31-17,Asotin,WA,Passenger,5,2,7,"0.0,332","12.0,339",0.06
11-30-23,Laramie,WY,Passenger,1,0,1,26,27,3.70
08-31-22,Clallam,WA,Truck,4,0,4,"21.0,864","21.0,868",0.02
01-31-19,Larimer,CO,Passenger,1,0,1,57,58,1.72
06-30-23,Bexar,TX,Passenger,2,3,5,370,375,1.33
03-31-23,Palm Beach,FL,Passenger,1,1,2,48,50,4.00
09-30-21,Los Angeles,CA,Passenger,6,9,15,900,915,1.64
12-31-22,Montgomery,MD,Passenger,4,3,7,191,198,3.54
10-31-21,Lincoln,WA,Passenger,7,16,23,7.00000004,"0.0,727",0.30
07-31-22,Wake,NC,Passenger,1,0,1,92,93,1.08
February 28 2022,Wahkiakum,WA,Truck,0,0,0,"1.0,814","1.0,814",0.00
03-31-19,Kitsap,WA,Truck,1,0,1,"53.0,733","53.0,734",0.00
09-30-19,Yakima,WA,Truck,0,0,0,"59.0,394","59.0,394",0.00
11-30-21,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
01-31-19,Sangamon,IL,Passenger,1,0,1,8,9,11.11
08-31-21,Howard,IN,Passenger,0,1,1,5,6,16.67
05-31-18,San Juan,WA,Truck,0,0,0,"5.0,699","5.0,699",0.00
06-30-19,Clark,WA,Passenger,"1.0,538",927,"2.0,465","313.0,797","0.0,262",0.78
February 28 2017,Moore,NC,Passenger,0,1,1,210,211,0.47
08-31-20,Riverside,CA,Passenger,3,0,3,615,618,0.49
05-31-19,Travis,TX,Passenger,4,1,5,215,220,2.27
04-30-19,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
04-30-22,Stevens,WA,Passenger,64,52,116,30.0000081,"30.0,197",0.38
03-31-22,Franklin,WA,Truck,0,0,0,"0.0,924","0.0,924",0.00
03-31-23,Napa,CA,Passenger,0,1,1,13,14,7.14
12-31-19,Stevens,WA,Passenger,31,31,62,"31.0,591","31.0,653",0.20
February 28 2019,Deschutes,OR,Passenger,3,0,3,171,174,1.72
08-31-20,Kings,NY,Passenger,1,0,1,65,66,1.52
12-31-18,Ferry,WA,Passenger,3,2,5,"4.0,384","4.0,389",0.11
03-31-19,Virginia Beach,VA,Passenger,1,1,2,690,692,0.29
February 28 2023,Philadelphia,PA,Passenger,1,0,1,42,43,2.33
February 28 2023,Pend Oreille,WA,Truck,0,0,0,"0.0,582","0.0,582",0.00
12-31-22,Hamilton,OH,Passenger,1,0,1,32,33,3.03
12-31-19,Clay,FL,Passenger,0,1,1,87,88,1.14
11-30-21,Pulaski,MO,Passenger,1,0,1,128,129,0.78
03-31-22,Washington,MD,Passenger,2,0,2,12,14,14.29
11-30-18,Jefferson,WA,Passenger,169,104,273,"24.0,795",25.0000068,1.09
05-31-23,Placer,CA,Passenger,1,0,1,59,60,1.67
11-30-20,Clark,NV,Passenger,4,2,6,675,681,0.88
12-31-22,Thurston,WA,Passenger,"0.0,623","0.0,132","3.0,755","191.0,891","195.0,646",1.92
01-31-22,Wahkiakum,WA,Passenger,17,11,28,3.0000074,"0.0,102",0.90
12-31-18,Klickitat,WA,Truck,0,0,0,"0.0,205","0.0,205",0.00
06-30-20,Grays Harbor,WA,Truck,0,0,0,20.00000005,20.00000005,0.00
05-31-22,Norfolk,VA,Passenger,3,3,6,295,301,1.99
07-31-18,Norfolk,MA,Passenger,1,0,1,38,39,2.56
09-30-17,Snohomish,WA,Passenger,"1.0,911",974,"2.0,885","0.0,323","0.0,208",0.56
12-31-23,Whitman,WA,Truck,7,0,7,8.000000000,"8.0,557",0.08
03-31-18,Spokane,WA,Passenger,304,273,577,"0.0,235","0.0,812",0.19
11-30-21,Garfield,WA,Passenger,0,3,3,"1.0,348","1.0,351",0.22
10-31-20,Denver,CO,Passenger,1,0,1,119,120,0.83
10-31-23,Benton,WA,Truck,31,0,31,"42.0,878",42.00000009,0.07
01-31-17,Multnomah,OR,Passenger,0,3,3,"0.0,281","0.0,284",0.23
04-30-22,Collin,TX,Passenger,3,0,3,102,105,2.86
05-31-22,Nueces,TX,Passenger,1,1,2,57,59,3.39
06-30-23,Denton,TX,Passenger,1,0,1,44,45,2.22
12-31-17,Hamilton,TN,Passenger,1,0,1,21,22,4.55
12-31-18,Clark,NV,Passenger,3,2,5,729,734,0.68
11-30-20,District of Columbia,DC,Passenger,2,1,3,198,201,1.49
09-30-22,Stevens,WA,Truck,1,0,1,"18.0,888","18.0,889",0.01
03-31-17,Jefferson,WA,Truck,0,0,0,"9.0,445","9.0,445",0.00
03-31-21,Salt Lake,UT,Passenger,0,1,1,185,186,0.54
12-31-20,Rogers,OK,Passenger,1,0,1,4,5,20.00
05-31-23,Galveston,TX,Passenger,0,1,1,16,17,5.88
08-31-22,Kitsap,WA,Truck,19,0,19,"53.0,198","0.0,217",0.04
12-31-19,Skamania,WA,Passenger,26,18,44,8.000000000,8.00000004,0.50
07-31-17,Norfolk,VA,Passenger,1,1,2,314,316,0.63
06-30-20,Walla Walla,WA,Passenger,73,62,135,"0.0,822","35.0,957",0.38
06-30-19,Albemarle,VA,Passenger,1,0,1,24,25,4.00
03-31-22,Charles,MD,Passenger,0,1,1,63,64,1.56
08-31-19,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
08-31-21,Allegheny,PA,Passenger,1,1,2,72,74,2.70
03-31-20,Jefferson,WA,Truck,0,0,0,"9.0,591","9.0,591",0.00
05-31-19,Sacramento,CA,Passenger,0,1,1,305,306,0.33
01-31-19,Penobscot,ME,Passenger,0,1,1,13,14,7.14
10-31-20,Cumberland,NC,Passenger,0,3,3,465,468,0.64
07-31-20,Boulder,CO,Passenger,1,1,2,46,48,4.17
05-31-21,Greene,MO,Passenger,0,1,1,34,35,2.86
08-31-23,Maui,HI,Passenger,1,0,1,22,23,4.35
06-30-22,Cowlitz,WA,Truck,2,1,3,28.000000000,"28.0,543",0.01
February 28 2022,Cowlitz,WA,Truck,0,1,1,"28.0,893","28.0,894",0.00
08-31-19,Denver,CO,Passenger,1,0,1,128,129,0.78
01-31-23,Columbia,WA,Passenger,8,1,9,"2.0,433","0.0,442",0.37
01-31-20,Cowlitz,WA,Passenger,127,111,238,"73.0,594","0.0,832",0.32
08-31-22,San Diego,CA,Passenger,20,7,27,"2.0,371","2.0,398",1.13
07-31-17,Lane,OR,Passenger,0,1,1,232,233,0.43
12-31-17,Maricopa,AZ,Passenger,2,1,3,"1.0,671","1.0,674",0.18
05-31-18,Virginia Beach,VA,Passenger,2,1,3,681,684,0.44
12-31-22,Collier,FL,Passenger,1,0,1,17,18,5.56
04-30-17,Montgomery,MD,Passenger,1,0,1,310,311,0.32
05-31-21,Hillsborough,FL,Passenger,0,2,2,156,158,1.27
08-31-19,Clallam,WA,Passenger,184,148,332,"0.0,729",51.0000061,0.65
01-31-20,San Juan,WA,Truck,0,0,0,"0.0,924","0.0,924",0.00
06-30-19,Pinal,AZ,Passenger,2,0,2,199,201,1.00
05-31-18,Manatee,FL,Passenger,1,0,1,38,39,2.56
01-31-20,Wilson,TX,Passenger,0,1,1,8,9,11.11
01-31-23,Alexandria,VA,Passenger,3,1,4,94,98,4.08
05-31-22,Miami-Dade,FL,Passenger,1,0,1,77,78,1.28
05-31-21,Goochland,VA,Passenger,4,2,6,239,245,2.45
04-30-18,Lewis,WA,Truck,0,0,0,"0.0,312","0.0,312",0.00
February 28 2023,Kittitas,WA,Truck,6,0,6,"14.0,569","14.0,575",0.04
05-31-21,Contra Costa,CA,Passenger,3,3,6,266,272,2.21
07-31-18,Brevard,FL,Passenger,0,1,1,92,93,1.08
12-31-23,Newport,RI,Passenger,0,1,1,49,50,2.00
12-31-23,Richmond,NY,Passenger,1,0,1,4,5,20.00
07-31-21,Lewis,WA,Passenger,165,146,311,"59.0,639",59.000000000,0.52
February 29 2020,Lincoln,WA,Passenger,1,12,13,"0.0,782","7.0,795",0.17
06-30-18,Orange,CA,Passenger,4,1,5,576,581,0.86
09-30-18,Hawaii,HI,Passenger,1,0,1,73,74,1.35
03-31-19,Pend Oreille,WA,Truck,0,0,0,"0.0,721","0.0,721",0.00
10-31-22,Rockdale,GA,Passenger,1,0,1,6,7,14.29
01-31-24,Denton,TX,Passenger,1,0,1,26,27,3.70
06-30-19,Multnomah,OR,Passenger,5,5,10,752,762,1.31
08-31-17,Travis,TX,Passenger,1,1,2,198,200,1.00
07-31-21,Ray,MO,Passenger,0,1,1,1,2,50.00
February 28 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
11-30-20,Snohomish,WA,Passenger,"4.0,955","0.0,821","6.0,776","537.0,934",544.000000000,1.24
07-31-20,Franklin,WA,Passenger,65,79,144,60.000000000,60.00000004,0.24
11-30-20,Orange,CA,Passenger,4,3,7,476,483,1.45
12-31-17,Howard,MD,Passenger,0,2,2,89,91,2.20
06-30-21,Garfield,WA,Truck,0,0,0,997,997,0.00
11-30-23,Mercer,NJ,Passenger,0,1,1,7,8,12.50
February 28 2018,Kitsap,WA,Passenger,716,418,"1.0,134","176.0,353","177.0,487",0.64
04-30-17,Bexar,TX,Passenger,1,0,1,1.000000000,1.0000031,0.10
05-31-21,Fresno,CA,Passenger,1,0,1,185,186,0.54
February 28 2017,Manatee,FL,Passenger,1,0,1,55,56,1.79
February 28 2021,Yakima,WA,Passenger,185,135,320,"0.0,462","0.0,782",0.19
06-30-19,Whatcom,WA,Passenger,853,427,"0.0,280","150.0,671","151.0,951",0.84
12-31-21,Cowlitz,WA,Passenger,274,163,437,"71.0,531","71.0,968",0.61
09-30-18,Grant,WA,Passenger,33,50,83,"63.0,764","63.0,847",0.13
04-30-17,Marion,OR,Passenger,1,0,1,186,187,0.53
12-31-22,St. Mary's,MD,Passenger,1,0,1,178,179,0.56
04-30-21,Lee,FL,Passenger,1,0,1,42,43,2.33
10-31-18,Maui,HI,Passenger,2,0,2,55,57,3.51
03-31-20,Rogers,OK,Passenger,1,0,1,6,7,14.29
06-30-19,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
February 28 2018,Klickitat,WA,Passenger,25,27,52,"14.0,944","14.0,996",0.35
February 28 2022,Maricopa,AZ,Passenger,7,4,11,"1.0,135","1.0,146",0.96
11-30-21,Saratoga,NY,Passenger,1,0,1,41,42,2.38
07-31-21,Norfolk,VA,Passenger,3,3,6,316,322,1.86
10-31-20,Sacramento,CA,Passenger,1,1,2,266,268,0.75
February 28 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
12-31-22,Whatcom,WA,Truck,26,0,26,43.0000053,43.0000079,0.06
05-31-17,Stevens,WA,Passenger,8,23,31,"0.0,322","31.0,353",0.10
03-31-22,Whitman,WA,Passenger,79,54,133,22.0000015,"22.0,148",0.60
10-31-19,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
08-31-23,Essex,NJ,Passenger,2,0,2,8,10,20.00
05-31-21,Morris,NJ,Passenger,1,0,1,13,14,7.14
08-31-22,Platte,MO,Passenger,1,0,1,24,25,4.00
06-30-23,Fairfax,VA,Passenger,7,3,10,574,584,1.71
05-31-17,El Paso,CO,Passenger,2,1,3,814,817,0.37
12-31-17,Pinal,AZ,Passenger,2,0,2,218,220,0.91
05-31-20,Arapahoe,CO,Passenger,1,0,1,137,138,0.72
12-31-20,Washoe,NV,Passenger,1,0,1,106,107,0.93
10-31-19,Frederick,MD,Passenger,1,1,2,82,84,2.38
07-31-17,Saratoga,NY,Passenger,1,1,2,73,75,2.67
01-31-24,Grant,WA,Truck,19,0,19,"0.0,402","0.0,421",0.07
10-31-18,San Juan,WA,Truck,0,0,0,"5.0,785","5.0,785",0.00
11-30-19,Yakima,WA,Passenger,118,116,234,"165.0,977","0.0,211",0.14
04-30-22,Kings,CA,Passenger,2,1,3,317,320,0.94
12-31-21,Leavenworth,KS,Passenger,0,1,1,108,109,0.92
12-31-20,Arlington,VA,Passenger,0,2,2,144,146,1.37
February 29 2020,Pinellas,FL,Passenger,1,1,2,117,119,1.68
12-31-21,Las Animas,CO,Passenger,1,0,1,0,1,100.00
12-31-18,Yakima,WA,Truck,0,0,0,"58.0,843","58.0,843",0.00
10-31-17,Palm Beach,FL,Passenger,0,2,2,94,96,2.08
February 28 2022,Garfield,WA,Truck,0,0,0,997,997,0.00
04-30-20,Klickitat,WA,Passenger,53,41,94,"0.0,421","15.0,515",0.61
11-30-20,Ferry,WA,Truck,0,0,0,"3.0,599","3.0,599",0.00
09-30-23,Laramie,WY,Passenger,1,0,1,26,27,3.70
12-31-18,Klamath,OR,Passenger,1,0,1,39,40,2.50
12-31-22,Virginia Beach,VA,Truck,1,0,1,113,114,0.88
05-31-22,Lewis,WA,Passenger,230,175,405,"0.0,492","59.0,897",0.68
01-31-18,Okanogan,WA,Passenger,7,19,26,"25.0,696","0.0,722",0.10
04-30-20,Clark,NV,Passenger,4,2,6,694,700,0.86
03-31-20,Contra Costa,CA,Passenger,3,2,5,325,330,1.52
10-31-20,Miami-Dade,FL,Passenger,1,0,1,106,107,0.93
11-30-20,Lee,FL,Passenger,1,0,1,46,47,2.13
04-30-19,Tulsa,OK,Passenger,1,1,2,50,52,3.85
03-31-21,Harrison,MS,Passenger,2,0,2,56,58,3.45
07-31-20,Deschutes,OR,Passenger,3,0,3,141,144,2.08
February 28 2018,Orleans,LA,Passenger,0,1,1,47,48,2.08
04-30-22,Galveston,TX,Passenger,0,1,1,20,21,4.76
February 28 2022,Prince William,VA,Passenger,1,2,3,206,209,1.44
03-31-20,Shelby,TN,Passenger,0,1,1,93,94,1.06
03-31-23,St. Lawrence,NY,Passenger,1,0,1,1,2,50.00
10-31-23,Spokane,WA,Passenger,2.000000000,1.000000000,3.000000000,321.000000000,325.000000000,1.22
08-31-21,Mason,WA,Truck,0,0,0,21.000000000,21.000000000,0.00
03-31-22,San Joaquin,CA,Passenger,1,1,2,96,98,2.04
10-31-21,Norfolk,VA,Passenger,3,3,6,317,323,1.86
01-31-22,Bell,TX,Passenger,1,0,1,355,356,0.28
06-30-21,Arapahoe,CO,Passenger,1,0,1,124,125,0.80
05-31-20,Benton,WA,Truck,0,0,0,"0.0,472","0.0,472",0.00
12-31-17,Hawaii,HI,Passenger,1,0,1,81,82,1.22
04-30-20,Stafford,VA,Passenger,1,1,2,93,95,2.11
10-31-19,Washtenaw,MI,Passenger,1,0,1,40,41,2.44
12-31-19,Klamath,OR,Passenger,1,0,1,39,40,2.50
09-30-21,Hawaii,HI,Passenger,1,0,1,48,49,2.04
February 28 2023,James City,VA,Passenger,1,0,1,40,41,2.44
06-30-23,Columbia,OR,Passenger,1,0,1,14,15,6.67
12-31-21,Pierce,WA,Passenger,"0.0,233","0.0,122","6.0,355","0.0,213","561.0,568",1.13
February 28 2019,San Juan,WA,Passenger,193,69,262,"0.0,269","14.0,531",1.80
12-31-18,Collin,TX,Passenger,1,1,2,155,157,1.27
03-31-23,Houston,GA,Passenger,1,0,1,29,30,3.33
10-31-23,Laramie,WY,Passenger,1,0,1,26,27,3.70
12-31-21,Mercer,NJ,Passenger,0,1,1,15,16,6.25
10-31-23,Newport,RI,Passenger,0,1,1,52,53,1.89
12-31-21,Marin,CA,Passenger,1,1,2,36,38,5.26
04-30-22,New Haven,CT,Passenger,0,2,2,35,37,5.41
11-30-21,Hamilton,OH,Passenger,1,0,1,39,40,2.50
01-31-21,Kitsap,WA,Passenger,1.00000006,764,2.000000000,"0.0,227","181.0,597",1.31
10-31-23,Skamania,WA,Truck,1,0,1,"3.0,777","3.0,778",0.03
01-31-17,Klickitat,WA,Passenger,20,22,42,"14.0,793","14.0,835",0.28
03-31-17,Bexar,TX,Passenger,1,2,3,1.0000093,1.0000096,0.27
09-30-20,Charles,MD,Passenger,1,1,2,78,80,2.50
10-31-21,Collin,TX,Passenger,2,0,2,110,112,1.79
11-30-23,Tooele,UT,Passenger,1,0,1,8,9,11.11
06-30-23,Snohomish,WA,Truck,173,0,173,"121.0,547","0.0,720",0.14
February 28 2022,Whitman,WA,Truck,0,0,0,"8.0,581","8.0,581",0.00
07-31-20,Dallas,TX,Passenger,1,0,1,195,196,0.51
12-31-19,Collin,TX,Passenger,2,1,3,141,144,2.08
03-31-21,Mason,WA,Truck,0,0,0,"21.0,155","21.0,155",0.00
05-31-21,Stevens,WA,Passenger,42,45,87,"30.0,539","0.0,626",0.28
06-30-17,Dallas,TX,Passenger,0,1,1,188,189,0.53
05-31-21,Eagle,CO,Passenger,1,0,1,9,10,10.00
February 28 2023,St. Mary's,MD,Passenger,1,0,1,177,178,0.56
04-30-20,Chesapeake,VA,Passenger,0,1,1,428,429,0.23
07-31-20,Island,WA,Truck,1,0,1,"0.0,217","0.0,218",0.00
08-31-20,Sumter,FL,Passenger,0,1,1,10,11,9.09
09-30-18,Yakima,WA,Truck,0,0,0,"58.0,685","58.0,685",0.00
05-31-17,Pima,AZ,Passenger,0,2,2,453,455,0.44
12-31-19,Douglas,NE,Passenger,0,1,1,60,61,1.64
07-31-20,Douglas,WA,Passenger,75,41,116,28.0000044,28.000000000,0.41
February 28 2022,Grays Harbor,WA,Passenger,202,157,359,"0.0,294","49.0,653",0.72
08-31-22,Mason,WA,Truck,4,0,4,20.000000000,"20.0,954",0.02
04-30-21,Ferry,WA,Truck,0,0,0,3.000000000,3.000000000,0.00
03-31-18,Ventura,CA,Passenger,0,1,1,333,334,0.30
01-31-24,Lake,IN,Passenger,0,1,1,4,5,20.00
12-31-22,Benton,WA,Truck,10,0,10,"0.0,320",43.000000000,0.02
11-30-18,Grays Harbor,WA,Truck,0,0,0,"20.0,335","20.0,335",0.00
February 29 2024,Asotin,WA,Passenger,44,26,70,"0.0,924","11.0,994",0.58
11-30-19,Garfield,WA,Truck,0,0,0,963,963,0.00
04-30-19,King,WA,Passenger,"0.0,275",6.000000000,"25.0,145","1,383,718","1,408,863",1.78
03-31-20,Thurston,WA,Passenger,"1.0,131",727,"1.0,858","198.0,493","200.0,351",0.93
09-30-20,Monroe,IL,Passenger,1,0,1,2,3,33.33
03-31-19,Bergen,NJ,Passenger,1,0,1,26,27,3.70
05-31-19,Cascade,MT,Passenger,0,1,1,64,65,1.54
11-30-18,El Paso,CO,Passenger,3,1,4,779,783,0.51
07-31-22,Lincoln,WA,Truck,0,0,0,"0.0,832","0.0,832",0.00
01-31-24,Richland,SC,Passenger,0,1,1,87,88,1.14
03-31-17,Marin,CA,Passenger,1,0,1,59,60,1.67
06-30-19,San Juan,WA,Passenger,212,72,284,14.00000004,"14.0,688",1.93
05-31-22,Benton,WA,Truck,2,0,2,"43.0,533","43.0,535",0.00
10-31-23,Garfield,OK,Passenger,1,0,1,13,14,7.14
05-31-23,Stafford,VA,Passenger,3,1,4,82,86,4.65
05-31-23,Nassau,NY,Passenger,2,0,2,27,29,6.90
08-31-17,Skagit,WA,Passenger,140,112,252,"88.0,467","88.0,719",0.28
04-30-18,Whitman,WA,Passenger,20,24,44,"0.0,552","22.0,596",0.19
05-31-21,Broward,FL,Passenger,1,0,1,110,111,0.90
10-31-18,Douglas,WA,Truck,0,0,0,12.0000075,12.0000075,0.00
05-31-19,San Mateo,CA,Passenger,2,1,3,128,131,2.29
01-31-19,Kitsap,WA,Passenger,980,556,"1.0,536",179.00000006,"0.0,442",0.85
03-31-22,King,WA,Passenger,"37.0,919","10.0,699","48.0,618","1,350,442","1,399,060",3.48
04-30-21,Tulsa,OK,Passenger,1,0,1,44,45,2.22
06-30-23,,,Passenger,5,0,5,258,263,1.90
06-30-18,Kitsap,WA,Truck,1,0,1,"0.0,200","0.0,201",0.00
February 28 2017,Okanogan,WA,Truck,0,0,0,16.000000000,16.000000000,0.00
05-31-20,Douglas,WA,Truck,0,0,0,"0.0,274","0.0,274",0.00
09-30-20,Virginia Beach,VA,Passenger,1,0,1,656,657,0.15
08-31-20,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
03-31-20,Arlington,VA,Passenger,0,2,2,158,160,1.25
06-30-18,Canyon,ID,Passenger,0,1,1,94,95,1.05
08-31-21,Jefferson,NY,Passenger,0,1,1,221,222,0.45
01-31-18,Wahkiakum,WA,Passenger,0,2,2,"2.0,844","2.0,846",0.07
05-31-21,Wahkiakum,WA,Passenger,13,7,20,"0.0,112","0.0,132",0.64
03-31-22,Benton,WA,Truck,1,0,1,"0.0,602",43.00000003,0.00
05-31-19,Ferry,WA,Truck,0,0,0,"3.0,589","3.0,589",0.00
11-30-22,Wilson,TX,Passenger,0,1,1,3,4,25.00
10-31-21,Powhatan,VA,Passenger,1,0,1,1,2,50.00
09-30-19,Ferry,WA,Truck,0,0,0,"3.0,584","3.0,584",0.00
12-31-18,Sangamon,IL,Passenger,1,0,1,9,10,10.00
February 28 2022,Ferry,WA,Truck,0,0,0,"3.0,566","3.0,566",0.00
05-31-23,Grant,WA,Truck,10,0,10,28.0000018,"0.0,028",0.04
04-30-17,Cowlitz,WA,Passenger,52,48,100,"69.0,318","69.0,418",0.14
11-30-20,Wahkiakum,WA,Passenger,6,6,12,3.0000039,3.0000051,0.39
01-31-18,Columbia,WA,Passenger,2,1,3,2.00000001,2.00000004,0.12
06-30-21,Portsmouth,VA,Passenger,0,1,1,83,84,1.19
01-31-23,Champaign,IL,Passenger,1,0,1,13,14,7.14
04-30-22,Snohomish,WA,Truck,4,0,4,"0.0,572","124.0,576",0.00
06-30-20,Spartanburg,SC,Passenger,0,1,1,49,50,2.00
07-31-22,Broward,FL,Passenger,1,0,1,85,86,1.16
12-31-23,Berkeley,SC,Passenger,1,1,2,83,85,2.35
February 28 2021,Kitsap,WA,Passenger,"1.0,641",776,"2.0,417","0.0,251","181.0,668",1.33
04-30-20,Washington,OR,Passenger,1,0,1,458,459,0.22
07-31-19,Oklahoma,OK,Passenger,0,1,1,130,131,0.76
11-30-22,Bryan,GA,Passenger,0,1,1,34,35,2.86
05-31-18,Caddo,LA,Passenger,0,1,1,23,24,4.17
03-31-22,Clallam,WA,Truck,1,0,1,22.0000041,"0.0,042",0.00
07-31-23,Asotin,WA,Truck,0,0,0,6.000000000,6.000000000,0.00
01-31-23,Riverside,CA,Passenger,7,0,7,424,431,1.62
12-31-19,Middlesex,MA,Passenger,1,1,2,109,111,1.80
04-30-23,Spokane,WA,Truck,33,0,33,"101.0,665","101.0,698",0.03
05-31-21,Lincoln,WA,Truck,0,0,0,"4.0,753","4.0,753",0.00
